reviewId,userName,review_text,rating,thumbsUpCount,date,bank_name,source
gp_rev_boa_10076,user_ethiopia_383,I keep getting a login error and the application crashes repeatedly on launch.,1,3,2024-06-19 01:40:47,BOA,Google Play
gp_rev_boa_10077,user_ethiopia_221,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,19,2025-11-25 01:40:47,BOA,Google Play
gp_rev_boa_10078,user_ethiopia_381,The app is so slow during transfers. It takes forever to load my account balance.,1,2,2026-04-17 01:40:47,BOA,Google Play
gp_rev_boa_10079,user_ethiopia_147,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,14,2025-04-10 01:40:47,BOA,Google Play
gp_rev_boa_10080,user_ethiopia_174,I keep getting a login error and the application crashes repeatedly on launch.,1,12,2025-04-22 01:40:47,BOA,Google Play
gp_rev_boa_10081,user_ethiopia_193,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,17,2025-09-27 01:40:47,BOA,Google Play
gp_rev_boa_10082,user_ethiopia_961,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,21,2024-08-21 01:40:47,BOA,Google Play
gp_rev_boa_10083,user_ethiopia_607,The interface hangs on the processing screen when checking my balance. Please optimize.,1,25,2024-08-29 01:40:47,BOA,Google Play
gp_rev_boa_10084,user_ethiopia_522,The app is so slow during transfers. It takes forever to load my account balance.,1,2,2025-04-06 01:40:47,BOA,Google Play
gp_rev_boa_10085,user_ethiopia_213,The interface hangs on the processing screen when checking my balance. Please optimize.,1,2,2024-08-09 01:40:47,BOA,Google Play
gp_rev_boa_10086,user_ethiopia_442,Great interface! Please add fingerprint login or biometric support for security.,3,15,2026-02-23 01:40:47,BOA,Google Play
gp_rev_boa_10087,user_ethiopia_943,Great interface! Please add fingerprint login or biometric support for security.,3,7,2025-07-04 01:40:47,BOA,Google Play
gp_rev_boa_10088,user_ethiopia_828,Constant server communication timeout errors. Fix the customer support line.,1,1,2024-10-26 01:40:47,BOA,Google Play
gp_rev_boa_10089,user_ethiopia_353,I keep getting a login error and the application crashes repeatedly on launch.,1,18,2024-07-10 01:40:47,BOA,Google Play
gp_rev_boa_10090,user_ethiopia_664,I keep getting a login error and the application crashes repeatedly on launch.,1,5,2025-07-19 01:40:47,BOA,Google Play
gp_rev_boa_10091,user_ethiopia_386,Very dependable mobile banking system for daily financial operations.,4,14,2025-05-18 01:40:47,BOA,Google Play
gp_rev_boa_10092,user_ethiopia_849,Great interface! Please add fingerprint login or biometric support for security.,3,11,2026-03-26 01:40:47,BOA,Google Play
gp_rev_boa_10093,user_ethiopia_133,Constant server communication timeout errors. Fix the customer support line.,1,22,2025-09-22 01:40:47,BOA,Google Play
gp_rev_boa_10094,user_ethiopia_678,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,14,2026-01-24 01:40:47,BOA,Google Play
gp_rev_boa_10095,user_ethiopia_181,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,5,2025-07-12 01:40:47,BOA,Google Play
gp_rev_boa_10096,user_ethiopia_717,The app is so slow during transfers. It takes forever to load my account balance.,1,24,2026-02-21 01:40:47,BOA,Google Play
gp_rev_boa_10097,user_ethiopia_129,Extremely slow loading times when making instant payments to other banks.,1,15,2025-04-14 01:40:47,BOA,Google Play
gp_rev_boa_10098,user_ethiopia_118,The app is so slow during transfers. It takes forever to load my account balance.,1,10,2025-07-20 01:40:47,BOA,Google Play
gp_rev_boa_10099,user_ethiopia_122,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,22,2025-01-26 01:40:47,BOA,Google Play
gp_rev_boa_10100,user_ethiopia_332,Great interface! Please add fingerprint login or biometric support for security.,3,16,2025-01-17 01:40:47,BOA,Google Play
gp_rev_boa_10101,user_ethiopia_761,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,5,2025-02-26 01:40:47,BOA,Google Play
gp_rev_boa_10102,user_ethiopia_728,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,9,2025-02-11 01:40:47,BOA,Google Play
gp_rev_boa_10103,user_ethiopia_814,Great interface! Please add fingerprint login or biometric support for security.,3,18,2025-04-03 01:40:47,BOA,Google Play
gp_rev_boa_10104,user_ethiopia_696,Very dependable mobile banking system for daily financial operations.,4,2,2024-12-23 01:40:47,BOA,Google Play
gp_rev_boa_10105,user_ethiopia_732,The app is so slow during transfers. It takes forever to load my account balance.,1,15,2025-12-21 01:40:47,BOA,Google Play
gp_rev_boa_10106,user_ethiopia_293,Extremely slow loading times when making instant payments to other banks.,1,23,2025-10-16 01:40:47,BOA,Google Play
gp_rev_boa_10107,user_ethiopia_693,Very dependable mobile banking system for daily financial operations.,4,13,2024-10-11 01:40:47,BOA,Google Play
gp_rev_boa_10108,user_ethiopia_406,Constant server communication timeout errors. Fix the customer support line.,1,9,2024-12-07 01:40:47,BOA,Google Play
gp_rev_boa_10109,user_ethiopia_803,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,6,2024-10-01 01:40:47,BOA,Google Play
gp_rev_boa_10110,user_ethiopia_110,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,13,2024-09-11 01:40:47,BOA,Google Play
gp_rev_boa_10111,user_ethiopia_969,"Excellent update, transfers are fast and easy to navigate.",4,4,2025-06-01 01:40:47,BOA,Google Play
gp_rev_boa_10112,user_ethiopia_790,Extremely slow loading times when making instant payments to other banks.,1,15,2025-12-31 01:40:47,BOA,Google Play
gp_rev_boa_10113,user_ethiopia_501,I keep getting a login error and the application crashes repeatedly on launch.,1,9,2026-01-21 01:40:47,BOA,Google Play
gp_rev_boa_10114,user_ethiopia_618,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,23,2024-09-14 01:40:47,BOA,Google Play
gp_rev_boa_10115,user_ethiopia_609,"Excellent update, transfers are fast and easy to navigate.",4,0,2024-11-23 01:40:47,BOA,Google Play
gp_rev_boa_10116,user_ethiopia_805,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,21,2025-05-22 01:40:47,BOA,Google Play
gp_rev_boa_10117,user_ethiopia_989,The app is so slow during transfers. It takes forever to load my account balance.,1,14,2025-04-04 01:40:47,BOA,Google Play
gp_rev_boa_10118,user_ethiopia_417,I keep getting a login error and the application crashes repeatedly on launch.,1,14,2025-06-24 01:40:47,BOA,Google Play
gp_rev_boa_10119,user_ethiopia_730,Constant server communication timeout errors. Fix the customer support line.,1,24,2025-08-31 01:40:47,BOA,Google Play
gp_rev_boa_10120,user_ethiopia_556,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,0,2025-08-30 01:40:47,BOA,Google Play
gp_rev_boa_10121,user_ethiopia_750,Great interface! Please add fingerprint login or biometric support for security.,3,0,2025-06-02 01:40:47,BOA,Google Play
gp_rev_boa_10122,user_ethiopia_736,Constant server communication timeout errors. Fix the customer support line.,1,8,2025-06-05 01:40:47,BOA,Google Play
gp_rev_boa_10123,user_ethiopia_861,Constant server communication timeout errors. Fix the customer support line.,1,22,2025-12-04 01:40:47,BOA,Google Play
gp_rev_boa_10124,user_ethiopia_451,Great interface! Please add fingerprint login or biometric support for security.,3,9,2026-01-02 01:40:47,BOA,Google Play
gp_rev_boa_10125,user_ethiopia_670,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,18,2026-01-04 01:40:47,BOA,Google Play
gp_rev_boa_10126,user_ethiopia_811,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,9,2025-01-30 01:40:47,BOA,Google Play
gp_rev_boa_10127,user_ethiopia_543,I keep getting a login error and the application crashes repeatedly on launch.,1,4,2026-05-10 01:40:47,BOA,Google Play
gp_rev_boa_10128,user_ethiopia_606,"Excellent update, transfers are fast and easy to navigate.",4,14,2024-11-10 01:40:47,BOA,Google Play
gp_rev_boa_10129,user_ethiopia_152,I keep getting a login error and the application crashes repeatedly on launch.,1,18,2025-06-26 01:40:47,BOA,Google Play
gp_rev_boa_10130,user_ethiopia_530,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,12,2024-06-21 01:40:47,BOA,Google Play
gp_rev_boa_10131,user_ethiopia_936,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,3,2025-06-18 01:40:47,BOA,Google Play
gp_rev_boa_10132,user_ethiopia_445,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,11,2024-10-15 01:40:47,BOA,Google Play
gp_rev_boa_10133,user_ethiopia_600,The interface hangs on the processing screen when checking my balance. Please optimize.,1,12,2024-07-27 01:40:47,BOA,Google Play
gp_rev_boa_10134,user_ethiopia_506,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,2,2025-11-27 01:40:47,BOA,Google Play
gp_rev_boa_10135,user_ethiopia_522,Very dependable mobile banking system for daily financial operations.,4,11,2024-09-09 01:40:47,BOA,Google Play
gp_rev_boa_10136,user_ethiopia_256,Very dependable mobile banking system for daily financial operations.,4,21,2026-01-09 01:40:47,BOA,Google Play
gp_rev_boa_10137,user_ethiopia_895,Great interface! Please add fingerprint login or biometric support for security.,3,25,2025-01-06 01:40:47,BOA,Google Play
gp_rev_boa_10138,user_ethiopia_261,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,23,2025-03-29 01:40:47,BOA,Google Play
gp_rev_boa_10139,user_ethiopia_458,Extremely slow loading times when making instant payments to other banks.,1,21,2024-08-09 01:40:47,BOA,Google Play
gp_rev_boa_10140,user_ethiopia_796,Constant server communication timeout errors. Fix the customer support line.,1,0,2024-09-25 01:40:47,BOA,Google Play
gp_rev_boa_10141,user_ethiopia_319,Great interface! Please add fingerprint login or biometric support for security.,3,18,2025-07-03 01:40:47,BOA,Google Play
gp_rev_boa_10142,user_ethiopia_477,Very dependable mobile banking system for daily financial operations.,4,16,2025-10-08 01:40:47,BOA,Google Play
gp_rev_boa_10143,user_ethiopia_894,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,20,2026-02-28 01:40:47,BOA,Google Play
gp_rev_boa_10144,user_ethiopia_219,Great interface! Please add fingerprint login or biometric support for security.,3,16,2024-09-05 01:40:47,BOA,Google Play
gp_rev_boa_10145,user_ethiopia_184,Extremely slow loading times when making instant payments to other banks.,1,21,2025-04-23 01:40:47,BOA,Google Play
gp_rev_boa_10146,user_ethiopia_765,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,6,2025-10-24 01:40:47,BOA,Google Play
gp_rev_boa_10147,user_ethiopia_916,Extremely slow loading times when making instant payments to other banks.,1,2,2024-12-13 01:40:47,BOA,Google Play
gp_rev_boa_10148,user_ethiopia_325,I keep getting a login error and the application crashes repeatedly on launch.,1,21,2025-10-14 01:40:47,BOA,Google Play
gp_rev_boa_10149,user_ethiopia_887,Great interface! Please add fingerprint login or biometric support for security.,3,8,2025-10-19 01:40:47,BOA,Google Play
gp_rev_boa_10150,user_ethiopia_266,I keep getting a login error and the application crashes repeatedly on launch.,1,21,2025-04-20 01:40:47,BOA,Google Play
gp_rev_boa_10151,user_ethiopia_559,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,25,2024-07-07 01:40:47,BOA,Google Play
gp_rev_boa_10152,user_ethiopia_473,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,2,2026-03-24 01:40:47,BOA,Google Play
gp_rev_boa_10153,user_ethiopia_158,Very dependable mobile banking system for daily financial operations.,4,13,2025-07-25 01:40:47,BOA,Google Play
gp_rev_boa_10154,user_ethiopia_472,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,13,2026-04-06 01:40:47,BOA,Google Play
gp_rev_boa_10155,user_ethiopia_781,I keep getting a login error and the application crashes repeatedly on launch.,1,19,2025-03-22 01:40:47,BOA,Google Play
gp_rev_boa_10156,user_ethiopia_343,Extremely slow loading times when making instant payments to other banks.,1,2,2025-05-30 01:40:47,BOA,Google Play
gp_rev_boa_10157,user_ethiopia_991,Extremely slow loading times when making instant payments to other banks.,1,2,2025-05-13 01:40:47,BOA,Google Play
gp_rev_boa_10158,user_ethiopia_497,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,10,2025-11-09 01:40:47,BOA,Google Play
gp_rev_boa_10159,user_ethiopia_436,I keep getting a login error and the application crashes repeatedly on launch.,1,4,2026-01-25 01:40:47,BOA,Google Play
gp_rev_boa_10160,user_ethiopia_326,"Excellent update, transfers are fast and easy to navigate.",4,8,2024-07-30 01:40:47,BOA,Google Play
gp_rev_boa_10161,user_ethiopia_883,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,19,2025-03-27 01:40:47,BOA,Google Play
gp_rev_boa_10162,user_ethiopia_345,Very dependable mobile banking system for daily financial operations.,4,4,2025-03-01 01:40:47,BOA,Google Play
gp_rev_boa_10163,user_ethiopia_844,The app is so slow during transfers. It takes forever to load my account balance.,1,8,2026-04-29 01:40:47,BOA,Google Play
gp_rev_boa_10164,user_ethiopia_863,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,12,2024-11-23 01:40:47,BOA,Google Play
gp_rev_boa_10165,user_ethiopia_174,Constant server communication timeout errors. Fix the customer support line.,1,9,2025-08-15 01:40:47,BOA,Google Play
gp_rev_boa_10166,user_ethiopia_654,Constant server communication timeout errors. Fix the customer support line.,1,11,2026-05-12 01:40:47,BOA,Google Play
gp_rev_boa_10167,user_ethiopia_585,The app is so slow during transfers. It takes forever to load my account balance.,1,16,2025-08-14 01:40:47,BOA,Google Play
gp_rev_boa_10168,user_ethiopia_880,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,4,2026-02-01 01:40:47,BOA,Google Play
gp_rev_boa_10169,user_ethiopia_898,The app is so slow during transfers. It takes forever to load my account balance.,1,24,2026-03-30 01:40:47,BOA,Google Play
gp_rev_boa_10170,user_ethiopia_757,I keep getting a login error and the application crashes repeatedly on launch.,1,20,2024-07-16 01:40:47,BOA,Google Play
gp_rev_boa_10171,user_ethiopia_443,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,13,2024-09-05 01:40:47,BOA,Google Play
gp_rev_boa_10172,user_ethiopia_495,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,10,2024-08-18 01:40:47,BOA,Google Play
gp_rev_boa_10173,user_ethiopia_608,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,17,2026-05-07 01:40:47,BOA,Google Play
gp_rev_boa_10174,user_ethiopia_402,I keep getting a login error and the application crashes repeatedly on launch.,1,2,2025-08-26 01:40:47,BOA,Google Play
gp_rev_boa_10175,user_ethiopia_604,Extremely slow loading times when making instant payments to other banks.,1,15,2024-11-14 01:40:47,BOA,Google Play
gp_rev_boa_10176,user_ethiopia_915,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,23,2025-06-07 01:40:47,BOA,Google Play
gp_rev_boa_10177,user_ethiopia_170,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,21,2025-12-20 01:40:47,BOA,Google Play
gp_rev_boa_10178,user_ethiopia_760,Very dependable mobile banking system for daily financial operations.,4,24,2025-08-01 01:40:47,BOA,Google Play
gp_rev_boa_10179,user_ethiopia_825,The interface hangs on the processing screen when checking my balance. Please optimize.,1,7,2025-02-05 01:40:47,BOA,Google Play
gp_rev_boa_10180,user_ethiopia_807,Great interface! Please add fingerprint login or biometric support for security.,3,6,2025-02-23 01:40:47,BOA,Google Play
gp_rev_boa_10181,user_ethiopia_286,Great interface! Please add fingerprint login or biometric support for security.,3,9,2024-07-18 01:40:47,BOA,Google Play
gp_rev_boa_10182,user_ethiopia_740,I keep getting a login error and the application crashes repeatedly on launch.,1,18,2025-12-03 01:40:47,BOA,Google Play
gp_rev_boa_10183,user_ethiopia_866,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,1,2026-04-20 01:40:47,BOA,Google Play
gp_rev_boa_10184,user_ethiopia_186,"Excellent update, transfers are fast and easy to navigate.",4,21,2025-12-20 01:40:47,BOA,Google Play
gp_rev_boa_10185,user_ethiopia_975,I keep getting a login error and the application crashes repeatedly on launch.,1,6,2025-12-18 01:40:47,BOA,Google Play
gp_rev_boa_10186,user_ethiopia_612,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,4,2025-09-09 01:40:47,BOA,Google Play
gp_rev_boa_10187,user_ethiopia_993,The app is so slow during transfers. It takes forever to load my account balance.,1,6,2025-08-02 01:40:47,BOA,Google Play
gp_rev_boa_10188,user_ethiopia_402,Constant server communication timeout errors. Fix the customer support line.,1,20,2025-05-21 01:40:47,BOA,Google Play
gp_rev_boa_10189,user_ethiopia_383,Constant server communication timeout errors. Fix the customer support line.,1,24,2025-03-29 01:40:47,BOA,Google Play
gp_rev_boa_10190,user_ethiopia_210,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,14,2024-12-03 01:40:47,BOA,Google Play
gp_rev_boa_10191,user_ethiopia_842,The interface hangs on the processing screen when checking my balance. Please optimize.,1,21,2026-03-18 01:40:47,BOA,Google Play
