reviewId,userName,review_text,rating,thumbsUpCount,date,bank_name,source,cleaned_text,is_transfer_issue,has_feature_request,is_technical_complaint,identified_theme,sentiment_score,sentiment_label
gp_rev_boa_10013,user_ethiopia_151,I keep getting a login error and the application crashes repeatedly on launch.,1,9,2025-07-14,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10014,user_ethiopia_593,The interface hangs on the processing screen when checking my balance. Please optimize.,1,20,2025-07-25,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10015,user_ethiopia_185,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,9,2025-09-04,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10016,user_ethiopia_491,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,18,2025-03-29,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10017,user_ethiopia_662,Constant server communication timeout errors. Fix the customer support line.,1,4,2024-08-20,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10018,user_ethiopia_742,"Excellent update, transfers are fast and easy to navigate.",4,23,2025-10-01,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10019,user_ethiopia_392,Constant server communication timeout errors. Fix the customer support line.,1,3,2024-12-20,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10020,user_ethiopia_390,Very dependable mobile banking system for daily financial operations.,4,4,2024-06-17,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10021,user_ethiopia_272,I keep getting a login error and the application crashes repeatedly on launch.,1,7,2025-05-02,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10022,user_ethiopia_172,I keep getting a login error and the application crashes repeatedly on launch.,1,25,2026-05-06,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10023,user_ethiopia_883,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,7,2024-07-17,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10024,user_ethiopia_509,Very dependable mobile banking system for daily financial operations.,4,15,2024-07-25,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10025,user_ethiopia_901,Extremely slow loading times when making instant payments to other banks.,1,21,2025-10-22,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10026,user_ethiopia_841,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,17,2024-11-03,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10027,user_ethiopia_927,Extremely slow loading times when making instant payments to other banks.,1,21,2026-04-27,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10028,user_ethiopia_614,The app is so slow during transfers. It takes forever to load my account balance.,1,15,2025-10-04,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10029,user_ethiopia_696,Constant server communication timeout errors. Fix the customer support line.,1,10,2025-07-29,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10030,user_ethiopia_780,"Excellent update, transfers are fast and easy to navigate.",4,10,2024-12-06,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10031,user_ethiopia_212,"Excellent update, transfers are fast and easy to navigate.",4,11,2024-11-18,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10032,user_ethiopia_593,I keep getting a login error and the application crashes repeatedly on launch.,1,15,2025-04-29,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10033,user_ethiopia_443,Great interface! Please add fingerprint login or biometric support for security.,3,13,2026-02-09,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10034,user_ethiopia_394,Constant server communication timeout errors. Fix the customer support line.,1,21,2024-10-13,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10035,user_ethiopia_702,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,7,2026-04-12,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10036,user_ethiopia_982,"Excellent update, transfers are fast and easy to navigate.",4,17,2024-09-10,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10037,user_ethiopia_695,Very dependable mobile banking system for daily financial operations.,4,10,2025-12-05,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10038,user_ethiopia_312,Great interface! Please add fingerprint login or biometric support for security.,3,12,2025-04-16,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10039,user_ethiopia_267,I keep getting a login error and the application crashes repeatedly on launch.,1,10,2024-11-08,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10040,user_ethiopia_814,The interface hangs on the processing screen when checking my balance. Please optimize.,1,17,2025-10-29,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10041,user_ethiopia_227,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,15,2024-12-30,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10042,user_ethiopia_313,Great interface! Please add fingerprint login or biometric support for security.,3,5,2025-03-23,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10043,user_ethiopia_591,The interface hangs on the processing screen when checking my balance. Please optimize.,1,9,2025-08-01,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10044,user_ethiopia_529,"Excellent update, transfers are fast and easy to navigate.",4,9,2026-01-02,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10045,user_ethiopia_750,Constant server communication timeout errors. Fix the customer support line.,1,17,2025-07-27,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10046,user_ethiopia_854,"Excellent update, transfers are fast and easy to navigate.",4,20,2026-02-22,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10047,user_ethiopia_262,Great interface! Please add fingerprint login or biometric support for security.,3,7,2024-08-21,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10048,user_ethiopia_783,"I really love using this app, but we need budgeting tools and dark mode features ASAP.",3,11,2026-01-17,BOA,Google Play,i really love using this app but we need budgeting tools and dark mode features asap,False,True,False,Mobile App Feature Request,0.4111,Positive
gp_rev_boa_10049,user_ethiopia_876,Great interface! Please add fingerprint login or biometric support for security.,3,17,2024-11-10,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10050,user_ethiopia_310,Constant server communication timeout errors. Fix the customer support line.,1,15,2025-03-03,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10051,user_ethiopia_798,Great interface! Please add fingerprint login or biometric support for security.,3,11,2026-02-03,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10052,user_ethiopia_466,The app is so slow during transfers. It takes forever to load my account balance.,1,10,2024-08-06,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10053,user_ethiopia_514,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,19,2024-06-26,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10054,user_ethiopia_648,Very dependable mobile banking system for daily financial operations.,4,3,2024-06-27,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10055,user_ethiopia_262,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,25,2025-04-28,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10056,user_ethiopia_688,The app is so slow during transfers. It takes forever to load my account balance.,1,21,2026-03-22,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10057,user_ethiopia_522,Great interface! Please add fingerprint login or biometric support for security.,3,21,2025-10-06,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10058,user_ethiopia_493,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,15,2024-08-20,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10059,user_ethiopia_422,Extremely slow loading times when making instant payments to other banks.,1,11,2025-12-26,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10060,user_ethiopia_497,Extremely slow loading times when making instant payments to other banks.,1,16,2025-12-05,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10061,user_ethiopia_539,I keep getting a login error and the application crashes repeatedly on launch.,1,13,2025-11-14,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10062,user_ethiopia_660,Very dependable mobile banking system for daily financial operations.,4,7,2025-12-05,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10063,user_ethiopia_598,Constant server communication timeout errors. Fix the customer support line.,1,11,2026-01-10,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10064,user_ethiopia_601,I keep getting a login error and the application crashes repeatedly on launch.,1,15,2025-09-05,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10065,user_ethiopia_788,I keep getting a login error and the application crashes repeatedly on launch.,1,21,2026-05-09,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10066,user_ethiopia_527,"Excellent update, transfers are fast and easy to navigate.",4,9,2025-10-14,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10067,user_ethiopia_966,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,10,2025-02-04,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10068,user_ethiopia_221,Extremely slow loading times when making instant payments to other banks.,1,9,2025-03-14,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10069,user_ethiopia_787,The app is so slow during transfers. It takes forever to load my account balance.,1,24,2025-06-22,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10070,user_ethiopia_403,Constant server communication timeout errors. Fix the customer support line.,1,6,2024-11-22,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10071,user_ethiopia_176,Very dependable mobile banking system for daily financial operations.,4,14,2025-08-10,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10072,user_ethiopia_462,Very dependable mobile banking system for daily financial operations.,4,23,2024-07-24,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10073,user_ethiopia_482,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,1,2024-07-23,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10074,user_ethiopia_742,The app is so slow during transfers. It takes forever to load my account balance.,1,7,2024-09-18,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10075,user_ethiopia_893,Very dependable mobile banking system for daily financial operations.,4,10,2024-08-06,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10076,user_ethiopia_383,I keep getting a login error and the application crashes repeatedly on launch.,1,3,2024-06-19,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10077,user_ethiopia_221,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,19,2025-11-25,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10078,user_ethiopia_381,The app is so slow during transfers. It takes forever to load my account balance.,1,2,2026-04-17,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10079,user_ethiopia_147,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,14,2025-04-10,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10080,user_ethiopia_174,I keep getting a login error and the application crashes repeatedly on launch.,1,12,2025-04-22,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10081,user_ethiopia_193,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,17,2025-09-27,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10082,user_ethiopia_961,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,21,2024-08-21,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10083,user_ethiopia_607,The interface hangs on the processing screen when checking my balance. Please optimize.,1,25,2024-08-29,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10084,user_ethiopia_522,The app is so slow during transfers. It takes forever to load my account balance.,1,2,2025-04-06,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10085,user_ethiopia_213,The interface hangs on the processing screen when checking my balance. Please optimize.,1,2,2024-08-09,BOA,Google Play,the interface hangs on the processing screen when checking my balance please optimize,True,False,False,Performance & Transfer Delays,0.6705,Positive
gp_rev_boa_10086,user_ethiopia_442,Great interface! Please add fingerprint login or biometric support for security.,3,15,2026-02-23,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10087,user_ethiopia_943,Great interface! Please add fingerprint login or biometric support for security.,3,7,2025-07-04,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10088,user_ethiopia_828,Constant server communication timeout errors. Fix the customer support line.,1,1,2024-10-26,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10089,user_ethiopia_353,I keep getting a login error and the application crashes repeatedly on launch.,1,18,2024-07-10,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10090,user_ethiopia_664,I keep getting a login error and the application crashes repeatedly on launch.,1,5,2025-07-19,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10091,user_ethiopia_386,Very dependable mobile banking system for daily financial operations.,4,14,2025-05-18,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10092,user_ethiopia_849,Great interface! Please add fingerprint login or biometric support for security.,3,11,2026-03-26,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10093,user_ethiopia_133,Constant server communication timeout errors. Fix the customer support line.,1,22,2025-09-22,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10094,user_ethiopia_678,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,14,2026-01-24,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10095,user_ethiopia_181,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,5,2025-07-12,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10096,user_ethiopia_717,The app is so slow during transfers. It takes forever to load my account balance.,1,24,2026-02-21,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10097,user_ethiopia_129,Extremely slow loading times when making instant payments to other banks.,1,15,2025-04-14,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10098,user_ethiopia_118,The app is so slow during transfers. It takes forever to load my account balance.,1,10,2025-07-20,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10099,user_ethiopia_122,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,22,2025-01-26,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10100,user_ethiopia_332,Great interface! Please add fingerprint login or biometric support for security.,3,16,2025-01-17,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10101,user_ethiopia_761,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,5,2025-02-26,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10102,user_ethiopia_728,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,9,2025-02-11,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10103,user_ethiopia_814,Great interface! Please add fingerprint login or biometric support for security.,3,18,2025-04-03,BOA,Google Play,great interface please add fingerprint login or biometric support for security,False,True,True,Mobile App Feature Request,0.8955,Positive
gp_rev_boa_10104,user_ethiopia_696,Very dependable mobile banking system for daily financial operations.,4,2,2024-12-23,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10105,user_ethiopia_732,The app is so slow during transfers. It takes forever to load my account balance.,1,15,2025-12-21,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10106,user_ethiopia_293,Extremely slow loading times when making instant payments to other banks.,1,23,2025-10-16,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10107,user_ethiopia_693,Very dependable mobile banking system for daily financial operations.,4,13,2024-10-11,BOA,Google Play,very dependable mobile banking system for daily financial operations,False,False,False,General Account Management,0.0,Neutral
gp_rev_boa_10108,user_ethiopia_406,Constant server communication timeout errors. Fix the customer support line.,1,9,2024-12-07,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10109,user_ethiopia_803,Smooth transactions. I highly recommend adding a fingerprint scanner feature.,4,6,2024-10-01,BOA,Google Play,smooth transactions i highly recommend adding a fingerprint scanner feature,False,True,False,Mobile App Feature Request,0.4201,Positive
gp_rev_boa_10110,user_ethiopia_110,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,13,2024-09-11,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10111,user_ethiopia_969,"Excellent update, transfers are fast and easy to navigate.",4,4,2025-06-01,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10112,user_ethiopia_790,Extremely slow loading times when making instant payments to other banks.,1,15,2025-12-31,BOA,Google Play,extremely slow loading times when making instant payments to other banks,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10113,user_ethiopia_501,I keep getting a login error and the application crashes repeatedly on launch.,1,9,2026-01-21,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10114,user_ethiopia_618,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,23,2024-09-14,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10115,user_ethiopia_609,"Excellent update, transfers are fast and easy to navigate.",4,0,2024-11-23,BOA,Google Play,excellent update transfers are fast and easy to navigate,True,False,False,General Account Management,0.765,Positive
gp_rev_boa_10116,user_ethiopia_805,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,21,2025-05-22,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
gp_rev_boa_10117,user_ethiopia_989,The app is so slow during transfers. It takes forever to load my account balance.,1,14,2025-04-04,BOA,Google Play,the app is so slow during transfers it takes forever to load my account balance,True,False,False,Performance & Transfer Delays,0.0,Neutral
gp_rev_boa_10118,user_ethiopia_417,I keep getting a login error and the application crashes repeatedly on launch.,1,14,2025-06-24,BOA,Google Play,i keep getting a login error and the application crashes repeatedly on launch,False,False,True,Authentication & Server Bugs,-0.4019,Negative
gp_rev_boa_10119,user_ethiopia_730,Constant server communication timeout errors. Fix the customer support line.,1,24,2025-08-31,BOA,Google Play,constant server communication timeout errors fix the customer support line,False,False,True,Authentication & Server Bugs,0.0772,Positive
gp_rev_boa_10120,user_ethiopia_556,The system fails to send the OTP code. I cannot access my wallet or complete transactions.,1,0,2025-08-30,BOA,Google Play,the system fails to send the otp code i cannot access my wallet or complete transactions,False,False,True,Authentication & Server Bugs,-0.4215,Negative
